name,url,summary
Street Hail Livery (SHL) Permits,https://data.cityofnewyork.us/Transportation/Street-Hail-Livery-SHL-Permits/yhuu-4pt3,List of all approved permits in DOB NOW
"COVID-19 Daily Counts of Cases, Hospitalizations, and Deaths",https://data.cityofnewyork.us/Health/COVID-19-Daily-Counts-of-Cases-Hospitalizations-an/rc75-m7u3,List of all approved permits in DOB NOW
DOB Violations,https://data.cityofnewyork.us/Housing-Development/DOB-Violations/3h2n-5cm9,List of all approved permits in DOB NOW
Jobs NYC Postings,https://data.cityofnewyork.us/City-Government/Jobs-NYC-Postings/kpav-sd4t,List of all approved permits in DOB NOW
NYPD Complaint Data Current (Year To Date),https://data.cityofnewyork.us/Public-Safety/NYPD-Complaint-Data-Current-Year-To-Date-/5uac-w243,List of all approved permits in DOB NOW
ACRIS - Real Property Master,https://data.cityofnewyork.us/City-Government/ACRIS-Real-Property-Master/bnx9-e6tj,List of all approved permits in DOB NOW
Police Precincts,https://data.cityofnewyork.us/Public-Safety/Police-Precincts/78dh-3ptz,List of all approved permits in DOB NOW
FDNY Firehouse Listing,https://data.cityofnewyork.us/Public-Safety/FDNY-Firehouse-Listing/hc8x-tcnd,List of all approved permits in DOB NOW
Evictions,https://data.cityofnewyork.us/City-Government/Evictions/6z8x-wfk4,List of all approved permits in DOB NOW
Civil List,https://data.cityofnewyork.us/City-Government/Civil-List/ye3c-m4ga,List of all approved permits in DOB NOW
Legally Operating Businesses,https://data.cityofnewyork.us/Business/Legally-Operating-Businesses/w7w3-xahh,List of all approved permits in DOB NOW
Parking Violations Issued - Fiscal Year 2024,https://data.cityofnewyork.us/City-Government/Parking-Violations-Issued-Fiscal-Year-2024/pvqr-7yc4,List of all approved permits in DOB NOW
2012 SAT Results,https://data.cityofnewyork.us/Education/2012-SAT-Results/f9bf-2cp4,List of all approved permits in DOB NOW
Air Quality,https://data.cityofnewyork.us/Environment/Air-Quality/c3uy-2p5r,List of all approved permits in DOB NOW
NYPD Shooting Incident Data (Historic),https://data.cityofnewyork.us/Public-Safety/NYPD-Shooting-Incident-Data-Historic-/833y-fsy8,List of all approved permits in DOB NOW
DOB NOW: Build – Job Application Filings,https://data.cityofnewyork.us/Housing-Development/DOB-NOW-Build-Job-Application-Filings/w9ak-ipjd,List of all approved permits in DOB NOW
Water Consumption in the City of New York,https://data.cityofnewyork.us/Environment/Water-Consumption-in-the-City-of-New-York/ia2d-e54m,List of all approved permits in DOB NOW
Tax Lien Sale Lists,https://data.cityofnewyork.us/City-Government/Tax-Lien-Sale-Lists/9rz4-mjek,List of all approved permits in DOB NOW
Community Districts,https://data.cityofnewyork.us/City-Government/Community-Districts/yfnk-k7r4,GIS data: Boundaries of Community Districts.
NYC Street Centerline (CSCL),https://data.cityofnewyork.us/City-Government/NYC-Street-Centerline-CSCL-/exjm-f27b,GIS data: Boundaries of Community Districts.
Subway Lines,https://data.cityofnewyork.us/Transportation/Subway-Lines/3qz8-muuu,GIS data: Boundaries of Community Districts.
J-51 Exemption and Abatement,https://data.cityofnewyork.us/City-Government/J-51-Exemption-and-Abatement/y7az-s7wc,GIS data: Boundaries of Community Districts.
DOF Parking Violation Codes,https://data.cityofnewyork.us/Transportation/DOF-Parking-Violation-Codes/ncbg-6agr,GIS data: Boundaries of Community Districts.
DOB Certificate Of Occupancy,https://data.cityofnewyork.us/Housing-Development/DOB-Certificate-Of-Occupancy/bs8b-p36w,GIS data: Boundaries of Community Districts.
New York City Population By Neighborhood Tabulation Areas,https://data.cityofnewyork.us/City-Government/New-York-City-Population-By-Neighborhood-Tabulatio/swpk-hqdp,GIS data: Boundaries of Community Districts.
Open Parking and Camera Violations,https://data.cityofnewyork.us/stories/s/i4p3-pe6a,GIS data: Boundaries of Community Districts.
EMS Incident Dispatch Data,https://data.cityofnewyork.us/Public-Safety/EMS-Incident-Dispatch-Data/76xm-jjuj,GIS data: Boundaries of Community Districts.
Daily Inmates In Custody,https://data.cityofnewyork.us/Public-Safety/Daily-Inmates-In-Custody/7479-ugqb,GIS data: Boundaries of Community Districts.
SARS-CoV-2 concentrations measured in NYC Wastewater,https://data.cityofnewyork.us/Health/SARS-CoV-2-concentrations-measured-in-NYC-Wastewat/f7dc-2q9f,GIS data: Boundaries of Community Districts.
NYC Taxi Zones,https://data.cityofnewyork.us/Transportation/NYC-Taxi-Zones/d3c5-ddgc,GIS data: Boundaries of Community Districts.
Sea Level Rise Maps (2050s 500-year Floodplain),https://data.cityofnewyork.us/Environment/Sea-Level-Rise-Maps-2050s-500-year-Floodplain-/qwca-zqw3,GIS data: Boundaries of Community Districts.
Greenbook,https://data.cityofnewyork.us/City-Government/Greenbook/mdcw-n682,GIS data: Boundaries of Community Districts.
311 Service Requests from 2010 to Present,https://data.cityofnewyork.us/stories/s/7ahn-ypff,GIS data: Boundaries of Community Districts.
Election Districts,https://data.cityofnewyork.us/City-Government/Election-Districts/h2n3-98hq,GIS data: Boundaries of Community Districts.
Open Data Plan Update 2016,https://data.cityofnewyork.us/City-Government/Open-Data-Plan-Update-2016/7t6i-mkth,GIS data: Boundaries of Community Districts.
NYC Wi-Fi Hotspot Locations,https://data.cityofnewyork.us/Social-Services/NYC-Wi-Fi-Hotspot-Locations/a9we-mtpn,GIS data: Boundaries of Community Districts.
New York City Population By Community Districts,https://data.cityofnewyork.us/City-Government/New-York-City-Population-By-Community-Districts/xi7c-iiu2,GIS data: Boundaries of Community Districts.
Fire Incident Dispatch Data,https://data.cityofnewyork.us/Public-Safety/Fire-Incident-Dispatch-Data/8m42-w767,GIS data: Boundaries of Community Districts.
2011 NYC School Survey,https://data.cityofnewyork.us/Education/2011-NYC-School-Survey/mnz3-dyi8,GIS data: Boundaries of Community Districts.
ARCHIVED - Parks Zones,https://data.cityofnewyork.us/City-Government/ARCHIVED-Parks-Zones/rjaj-zgq7,GIS data: Boundaries of Community Districts.
Citywide Crime Statistics,https://data.cityofnewyork.us/Public-Safety/Citywide-Crime-Statistics/c5dk-m6ea,GIS data: Boundaries of Community Districts.
NYC Dog Licensing Dataset,https://data.cityofnewyork.us/Health/NYC-Dog-Licensing-Dataset/nu7n-tubp,GIS data: Boundaries of Community Districts.
New York City Truck Routes (Map),https://data.cityofnewyork.us/Transportation/New-York-City-Truck-Routes-Map-/wnu3-egq7,GIS data: Boundaries of Community Districts.
SBS Certified Business List,https://data.cityofnewyork.us/Business/SBS-Certified-Business-List/ci93-uc8s,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
2018 Squirrel Census  Fur Color Map,https://data.cityofnewyork.us/Environment/2018-Squirrel-Census-Fur-Color-Map/fak5-wcft,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
Current Reservoir Levels,https://data.cityofnewyork.us/Environment/Current-Reservoir-Levels/zkky-n5j3,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
Property Data (Buildings Information System),https://data.cityofnewyork.us/Housing-Development/Property-Data-Buildings-Information-System-/e98g-f8hy,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
2010 Census Tracts,https://data.cityofnewyork.us/City-Government/2010-Census-Tracts/fxpq-c8ku,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
2017 Yellow Taxi Trip Data,https://data.cityofnewyork.us/Transportation/2017-Yellow-Taxi-Trip-Data/biws-g3hs,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
1 foot Digital Elevation Model (DEM),https://data.cityofnewyork.us/City-Government/1-foot-Digital-Elevation-Model-DEM-/dpc8-z3jc,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
Suitability of City-Owned and Leased Property for Urban Agriculture (LL 48 of 2011),https://data.cityofnewyork.us/City-Government/Suitability-of-City-Owned-and-Leased-Property-for-/4e2n-s75z,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
DSNY Monthly Tonnage Data,https://data.cityofnewyork.us/City-Government/DSNY-Monthly-Tonnage-Data/ebb7-mvp5,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
Multiple Dwelling Registrations,https://data.cityofnewyork.us/Housing-Development/Multiple-Dwelling-Registrations/tesw-yqqr,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
ACRIS - Real Property Parties,https://data.cityofnewyork.us/City-Government/ACRIS-Real-Property-Parties/636b-3b5g,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
SAT (College Board) 2010 School Level Results,https://data.cityofnewyork.us/Education/SAT-College-Board-2010-School-Level-Results/zt9s-n5aj,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
Current Solicitations,https://data.cityofnewyork.us/City-Government/Current-Solicitations/3khw-qi8f,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
NYPD Complaint Map (Year to Date),https://data.cityofnewyork.us/Public-Safety/NYPD-Complaint-Map-Year-to-Date-/2fra-mtpn,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
Zoning GIS Data: Shapefile,https://data.cityofnewyork.us/City-Government/Zoning-GIS-Data-Shapefile/kdig-pewd,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
Rodent Inspection,https://data.cityofnewyork.us/Health/Rodent-Inspection/p937-wjvj,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
"Property Valuation and Assessment Data Tax Classes 1,2,3,4",https://data.cityofnewyork.us/City-Government/Property-Valuation-and-Assessment-Data-Tax-Classes/8y4t-faws,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
TLC Driver Education 24 Hour Course Provider (Map),https://data.cityofnewyork.us/Transportation/TLC-Driver-Education-24-Hour-Course-Provider-Map-/mzrr-g56e,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
NYC Calendar Sales (Archive),https://data.cityofnewyork.us/Housing-Development/NYC-Calendar-Sales-Archive-/uzf5-f8n2,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
Parking Violations Issued - Fiscal Year 2014,https://data.cityofnewyork.us/City-Government/Parking-Violations-Issued-Fiscal-Year-2014/jt7v-77mi,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
Sea Level Rise Maps (2020s 100-year Floodplain),https://data.cityofnewyork.us/Environment/Sea-Level-Rise-Maps-2020s-100-year-Floodplain-/ezfn-5dsb,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
Bi-Annual Pedestrian Counts,https://data.cityofnewyork.us/Transportation/Bi-Annual-Pedestrian-Counts/2de2-6x2h,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
New York City Council Discretionary Funding,https://data.cityofnewyork.us/City-Government/New-York-City-Council-Discretionary-Funding/4d7f-74pe,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
2017 DOE High School Directory,https://data.cityofnewyork.us/Education/2017-DOE-High-School-Directory/s3k6-pzi2,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
NYC Planimetric Database: Elevation Points,https://data.cityofnewyork.us/Transportation/NYC-Planimetric-Database-Elevation-Points/szwg-xci6,"The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise (LBE) Program certify, promote, and foster the growth of the City’s minority and women-owned businesses and eligible small construction and construction-related businesses. Companies that become certified obtain greater access to and information about contracting opportunities, receive technical assistance to better compete for those opportunities, and benefit from inclusion in the City’s Online Directory of Certified Firms. This list contains detailed information on certified companies, including a brief description of their work history, contact information, and detailed information about what the companies sell. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
Construction Demolition Registrants,https://data.cityofnewyork.us/City-Government/Construction-Demolition-Registrants/cspg-yi7g,"Companies listed as of the most recent export date have been issued registrations by the Business Integrity Commission authorizing them to collect, and remove only waste materials resulting from building demolition, construction, alteration or excavation."
Bus Breakdown and Delays,https://data.cityofnewyork.us/Transportation/Bus-Breakdown-and-Delays/ez4e-fazm,"Companies listed as of the most recent export date have been issued registrations by the Business Integrity Commission authorizing them to collect, and remove only waste materials resulting from building demolition, construction, alteration or excavation."
Neighborhood Names GIS,https://data.cityofnewyork.us/City-Government/Neighborhood-Names-GIS/99bc-9p23,"Companies listed as of the most recent export date have been issued registrations by the Business Integrity Commission authorizing them to collect, and remove only waste materials resulting from building demolition, construction, alteration or excavation."
ACRIS - Real Property Legals,https://data.cityofnewyork.us/City-Government/ACRIS-Real-Property-Legals/8h5j-fqxa,"Companies listed as of the most recent export date have been issued registrations by the Business Integrity Commission authorizing them to collect, and remove only waste materials resulting from building demolition, construction, alteration or excavation."
