name,url,summary
"Acquisition and observation logs for seabed video and sediment samples from Stellwagen Bank during U.S. Geological Survey field activity 2015-017-FA, aboard the R/V Auk, May 18-19, 29, and June 3, 2015 - Catalog",https://catalog.data.gov//dataset/acquisition-and-observation-logs-for-seabed-video-and-sediment-samples-from-stellwagen-ban-256ba,"This field activity is part of the effort to map geologic substrates of the Stellwagen Bank National Marine Sanctuary region off Boston, Massachusetts. The overall goal is to develop high-resolution (1:25,000) interpretive maps, based on multibeam sonar data and seabed sampling, showing surficial geology and seabed sediment dynamics. This cruise was conducted in collaboration with the Stellwagen Bank National Marine Sanctuary, and the data collected will aid research on the ecology of fish and invertebrate species that inhabit the region. The Sanctuary's research vessel, R/V Auk, visited 61 locations on Stellwagen Bank at which a customized Van Veen grab sampler (SEABOSS) equipped with a video camera and a CTD was deployed in drift mode to collect sediment for grain-size analysis, video imagery of the seabed, and measurements of water column properties."
"Time-series measurements of acoustic intensity, flow, pressure, water level, conductivity, temperature, and dissolved oxygen collected in a flooded cave at Cenote Bang, Yucatan Peninsula, Tulum, Mexico from March 25, 2018 to August 1, 2018 - Catalog",https://catalog.data.gov//dataset/time-series-measurements-of-acoustic-intensity-flow-pressure-water-level-conductivity-temp,"Natural flooded caves were accessed along the coastline of the Yucatan Peninsula (Quintana Roo, Mexico) to investigate how regional meteorologic and hydrologic processes control solute transport, mixing, and salinization in the coastal aquifer. Instruments were deployed to monitor environmental parameters within the Ox Bel Ha Cave System accessed through the sinkhole Cenote Bang. These efforts resulted in temporal hydrologic records of specific conductivity, water level (pressure), dissolved oxygen, flow velocity, water temperature, and acoustic data from March 25, 2018 to August 1, 2018. The records encompass dry (November-March) and wet (April-October) seasons and include the impact of precipitation delivered by Tropical Storm Carlotta during June 2018. Field activities were carried out by the U.S. Geological Survey (USGS) Coastal and Marine Hazards and Resources Program (CMHRP)."
"Navigation data collected on Stellwagen Bank during U.S. Geological Survey field activity 2017-009-FA, aboard the R/V Auk, Jan 30, 2017 - Catalog",https://catalog.data.gov//dataset/navigation-data-collected-on-stellwagen-bank-during-u-s-geological-survey-field-activit-30-118ee,"This field activity is part of the effort to map geologic substrates of the Stellwagen Bank National Marine Sanctuary region off Boston, Massachusetts. The overall goal is to develop high-resolution (1:25,000) interpretive maps, based on multibeam sonar data and seabed sampling, showing surficial geology and seabed sediment dynamics. This cruise was conducted in collaboration with the Stellwagen Bank National Marine Sanctuary, and the data collected will aid research on the ecology of fish and invertebrate species that inhabit the region. The Sanctuary's research vessel, R/V Auk, visited 13 locations on Stellwagen Bank at which a customized Van Veen grab sampler (SEABOSS) equipped with a video camera and a CTD was deployed in drift mode to collect sediment for grain-size analysis, video imagery of the seabed, and measurements of water column properties."
"Navigation data collected on Stellwagen Bank during U.S. Geological Survey field activity 2019-008-FA, aboard the R/V Auk, July 30, 31, and August 1, 2019 - Catalog",https://catalog.data.gov//dataset/navigation-data-collected-on-stellwagen-bank-during-u-s-geological-survey-field-activity-2-ac237,"This field activity is part of the effort to map geologic substrates of the Stellwagen Bank National Marine Sanctuary region off Boston, Massachusetts. The overall goal is to develop high-resolution (1:25,000) interpretive maps, based on multibeam sonar data and seabed sampling, showing surficial geology and seabed sediment dynamics. This cruise was conducted in collaboration with the Stellwagen Bank National Marine Sanctuary, and the data collected will aid research on the ecology of fish and invertebrate species that inhabit the region. The Sanctuary's research vessel, R/V Auk, visited 53 locations on Stellwagen Bank at which a customized Van Veen grab sampler (SEABOSS) equipped with a video camera and a CTD was deployed in drift mode to collect sediment for grain-size analysis, video imagery of the seabed, and measurements of water column properties."
Text files of the navigation logged with during the sampling survey of field activity 2012-024-FA in 2012 by the U.S. Geological Survey in the Connecticut River - Catalog,https://catalog.data.gov//dataset/text-files-of-the-navigation-logged-with-during-the-sampling-survey-of-field-activity-2012,"A geophysical and geological survey was conducted at the mouth of the Connecticut River from Old Saybrook to Essex, Connecticut, in September 2012. Approximately 230 linear kilometers of digital Chirp subbottom (seismic-reflection) and 234-kilohertz interferometric sonar (bathymetric and backscatter) data were collected along with sediment samples, riverbed photographs, and (or) video at 88 sites within the geophysical survey area. Sediment grab samples were collected at 72 of the 88 sampling sites, video was acquired at 68 sites, and photographs of the river bottom were taken at 38 sites. These survey data are used to characterize the riverbed by identifying sediment-texture and riverbed morphology. More information can be found on the web page for the Woods Hole Coastal and Marine Science Center field activity: "
"Station and data summary for data collected on Stellwagen Bank during U.S. Geological Survey field activity 2014-066-FA, aboard the R/V Auk, November 10, 2014 - Catalog",https://catalog.data.gov//dataset/station-and-data-summary-for-data-collected-on-stellwagen-bank-during-u-s-geological-su-10,"This field activity is part of the effort to map geologic substrates of the Stellwagen Bank National Marine Sanctuary region off Boston, Massachusetts. The overall goal is to develop high-resolution (1:25,000) interpretive maps, based on multibeam sonar data and seabed sampling, showing surficial geology and seabed sediment dynamics. This cruise was conducted in collaboration with the Stellwagen Bank National Marine Sanctuary, and the data collected will aid research on the ecology of fish and invertebrate species that inhabit the region. The Sanctuary's research vessel, R/V Auk, visited 44 locations on Stellwagen Bank at which a customized Van Veen grab sampler (SEABOSS) equipped with a video camera and a CTD was deployed in drift mode to collect sediment for grain-size analysis, video imagery of the seabed, and measurements of water column properties."
"PNG formatted images of Multi-channel streamer seismic-reflection profiles collected by the U.S. Geological Survey along the Delmarva Peninsula, MD and VA, 2014 - Catalog",https://catalog.data.gov//dataset/png-formatted-images-of-multi-channel-streamer-seismic-reflection-profiles-collected-by-th,"The Delmarva Peninsula is a 220-kilometer-long headland, spit, and barrier island complex that was significantly affected by Hurricane Sandy. A U.S. Geological Survey cruise was conducted in the summer of 2014 to map the inner continental shelf of the Delmarva Peninsula using geophysical and sampling techniques to define the geologic framework that governs coastal system evolution at storm-event and longer timescales. Data collected during the 2014 cruise include swath bathymetry, sidescan sonar, chirp and boomer seismic-reflection profiles, acoustic Doppler current profiler, and sample and bottom photograph data. Processed data in raster and vector format are released here for the swath bathymetry, sidescan sonar, and seismic-reflection profiles.  More information about the USGS survey conducted as part of the Hurricane Sandy Response-- Geologic Framework and Coastal Vulnerability Study can be found at the project website or on the WHCMSC Field Activity Web pages: "
Location and analysis of sediment samples collected during field activity 2011-015-FA by the U.S. Geological Survey and Massachusetts Office of Coastal Zone Management offshore of Massachusetts around Cape Cod and the Islands in September 2011 (point shapefile and CSV file) - Catalog,https://catalog.data.gov//dataset/location-and-analysis-of-sediment-samples-collected-during-field-activity-2011-015-fa-by-t,"Accurate data and maps of sea-floor geology are important first steps toward protecting habitat, delineating marine resources, and assessing environmental changes due to natural or human effects. Initiated in 2003, the primary objective of the Geologic Mapping of the Massachusetts Sea Floor program is to develop regional geologic framework information for the management of coastal and marine resources. The project is focused on the inshore waters (5–30 meters deep) of Massachusetts. This dataset is from U.S. Geological Survey (USGS) sampling survey 2011-015-FA (September 9–16, 2011) by the USGS Woods Hole Coastal and Marine Science Center and the Massachusetts Office of Coastal Zone Management with partners from the Massachusetts Division of Marine Fisheries and the U.S. Environmental Protection Agency aboard the ocean survey vessel Bold. During the survey, surficial sediment samples and bottom still and video imagery were collected in Cape Cod Bay, Buzzards Bay, and Vineyard Sound; south of Martha's Vineyard; and south and east of Nantucket, Massachusetts."
"Processed continuous resistivity profiling data collected in Greenwich Bay, Rhode Island, on May 14, 2009, on U.S. Geological Survey Field Activity 2009-021-FA - Catalog",https://catalog.data.gov//dataset/processed-continuous-resistivity-profiling-data-collected-in-greenwich-bay-rhode-island-on-ba96e,"As part of a larger investigation to understand groundwater-surface water interactions in Greenwich Bay, Rhode Island, a geophysical survey was conducted from a small research boat on 14-15 May 2009. The specific research objective was to gain an improved understanding of the role of direct groundwater discharge in delivery of excess nitrogen to the bay, which may have contributed to the development of low-oxygen conditions in waters of the bay and associated fish kills. Data collected in this survey included digital navigation information, continuous resistivity profiling (CRP) data, and point salinity measurements. The CRP method is a survey and data processing approach that is sensitive to differences in electrical properties of surface water and underlying porewater in sediments that have contrasting salinities. During the survey, Greenwich Bay salinity was approximately 27 ppm, so surface water would be expected to have low electrical resistivity (high conductivity), and any areas of active groundwater discharge from less salty aquifer sources would yield relatively higher resistivity values. This survey is identified as field activity 09021 (also referenced as 2009-021-FA) by the U.S. Geological Survey, Woods Hole, Massachusetts, and additional information is available from: "
"Station and data summary for data collected on Stellwagen Bank during U.S. Geological Survey field activity 2017-043-FA, aboard the R/V Auk, Aug. 22 and 23, 2017 (geographic, WGS84) - Catalog",https://catalog.data.gov//dataset/station-and-data-summary-for-data-collected-on-stellwagen-bank-during-u-s-geological-surve-c743e,"This field activity is part of an effort to map geologic substrates of the Stellwagen Bank National Marine Sanctuary region off Boston, Massachusetts. The overall goal is to develop high-resolution (1:25,000-scale) interpretive maps, based on multibeam sonar data and seabed sampling, showing surficial geology and seabed sediment dynamics. The data collected in this study will aid research on the ecology of fish and invertebrate species that inhabit the region. On August 22 and 23, 2017, the U.S. Geological Survey, in collaboration with the Stellwagen Bank National Marine Sanctuary, conducted a research cruise aboard the Sanctuary’s Research Vessel Auk, visiting 39 locations within the sanctuary. A customized Van Veen grab sampler (SEABOSS) equipped with a video camera and a conductivity, temperature, and depth (CTD) instrument was deployed in drift mode to collect sediment for grain-size analysis, video imagery of the seabed, and measurements of water column properties."
BLM AK Federal Mining Claims (Closed) - Catalog,https://catalog.data.gov//dataset/blm-ak-federal-mining-claims-closed,"This data set depicts the non-surveyed boundaries of active (recorded or interim) and closed federal mining claims within the State of Alaska. Each mining claim is represented as an individual region, identified by the casefile serial number which can be linked to background data via the ALIS (Alaska Land Information System). Mining claim boundaries were identified in location notices from the original casefiles. They were plotted on maps based on rough sketches, claimant maps or physical descriptions."
"Survey tracklines of swath bathymetry collected by the U.S. Geological Survey in Moultonborough Bay, Lake Winnipesaukee, New Hampshire in 2005 (Geographic, WGS 84, Esri  polyline shapefile, 2005-004-FA_BATHYTRK.SHP) - Catalog",https://catalog.data.gov//dataset/survey-tracklines-of-swath-bathymetry-collected-by-the-u-s-geological-survey-in-moultonbor,"In freshwater bodies of New Hampshire, the most problematic aquatic invasive plant species is Myriophyllum heterophyllum or variable leaf water-milfoil. Once established, variable leaf water-milfoil forms dense beds that can alter the limnologic characteristics of a waterbody, impacting natural lacustrine communities and their habitats.  Variable leaf water-milfoil infestations also disrupt recreational uses of waterbodies and have negatively affected swimming, boating, fishing, and property values in and around several lakes and ponds in New Hampshire.
In 1965, Moultonborough Bay, Lake Winnipesaukee became the first waterbody in New Hampshire where variable leaf water-milfoil was observed. Variable leaf water-milfoil is native to the Southeastern and Midwestern areas of the United States where more alkaline waters appear to limit the growth of this plant. Outside its native range, however, it adapts well to the relatively acidic, low-alkalinity, and nutrient-poor conditions of oligotrophic lakes and bays similar to Moultonborough Bay.
In 2005, the New Hampshire Department of Environmental Services (NHDES) collaborated with the U.S. Geological Survey to investigate the distribution (presence and density) of variable leaf water-milfoil in Moultonborough Bay. This study utilized geophysical systems and conventional water-quality measurements to identify lake-floor environments that may provide suitable habitat for the establishment and growth of variable leaf water-milfoil. The results of the study are intended to assist resource managers in federal and state agencies by providing methods for detecting variable leaf water-milfoil and for identifying areas susceptible to infestation. Ultimately, this information may lead to early detection, prevention, and more effective mitigation strategies.
Field activity information for this cruise is available on-line through the U.S. Geological Survey Coastal and Marine Geoscience Data System "
BLM OR Prescribed Fire Treatments Polygon Hub - Catalog,https://catalog.data.gov//dataset/blm-or-prescribed-fire-treatments-polygon-hub,"BURN_POLY: This dataset represents completed burn land treatments on BLM managed lands in the states of Oregon and Washington. Burn treatments are prescribed burning of wildland fuels in either their natural or modified state, and under specified environmental conditions."
BLM AK Federal Mining Claims (Active) - Catalog,https://catalog.data.gov//dataset/blm-ak-federal-mining-claims-active,"This data set depicts the non-surveyed boundaries of active (recorded or interim) and closed federal mining claims within the State of Alaska. Each mining claim is represented as an individual region, identified by the casefile serial number which can be linked to background data via the ALIS (Alaska Land Information System). Mining claim boundaries were identified in location notices from the original casefiles. They were plotted on maps based on rough sketches, claimant maps or physical descriptions."
"Shot point navigation at even 500 shot intervals for EdgeTech SB-512i chirp seismic-reflection data collected in 2014 by the U.S. Geological Survey offshore of Fire Island, NY (Esri point shapefile, GCS WGS 84) - Catalog",https://catalog.data.gov//dataset/shot-point-navigation-at-even-500-shot-intervals-for-edgetech-sb-512i-chirp-seismic-reflec-5c4bc,"The U.S. Geological Survey (USGS) conducted a geophysical and sampling survey in October 2014 that focused on a series of shoreface-attached ridges offshore of western Fire Island, NY. Seismic-reflection data, surficial grab samples and bottom photographs and video were collected along the lower shoreface and inner continental shelf. The purpose of this survey was to assess the impact of Hurricane Sandy on this coastal region. These data were compared to seismic-reflection and surficial sediment data collected by the USGS in the same area in 2011 to evaluate any post-storm changes in seabed morphology and modern sediment thickness on the inner continental shelf. For more information about the WHCMSC Field Activity, see: "
"Acquisition and observation logs for seabed video and sediment samples from Stellwagen Bank during U.S. Geological Survey field activity 2019-008-FA, aboard the R/V Auk, July 30, 31, and August 1, 2019 - Catalog",https://catalog.data.gov//dataset/acquisition-and-observation-logs-for-seabed-video-and-sediment-samples-from-stellwagen-ban-d72a3,"This field activity is part of the effort to map geologic substrates of the Stellwagen Bank National Marine Sanctuary region off Boston, Massachusetts. The overall goal is to develop high-resolution (1:25,000) interpretive maps, based on multibeam sonar data and seabed sampling, showing surficial geology and seabed sediment dynamics. This cruise was conducted in collaboration with the Stellwagen Bank National Marine Sanctuary, and the data collected will aid research on the ecology of fish and invertebrate species that inhabit the region. The Sanctuary's research vessel, R/V Auk, visited 53 locations on Stellwagen Bank at which a customized Van Veen grab sampler (SEABOSS) equipped with a video camera and a CTD was deployed in drift mode to collect sediment for grain-size analysis, video imagery of the seabed, and measurements of water column properties."
"Digital surface model representing Head of the Meadow Beach, Truro during field activity 2021-014-FA on February 04, 2021 - Catalog",https://catalog.data.gov//dataset/digital-surface-model-representing-head-of-the-meadow-beach-truro-during-field-activity-04,"These data map the beach and nearshore environment at Head of the Meadow Beach in Truro, MA, providing updated regional context for the 2019 CoastCam installation. CoastCam CACO-01 are two video cameras aimed at the beach that view the coast shared by beachgoers, shorebirds, seals, and sharks. These data were collected as part of field activity 2021-014-FA and a collaboration with the National Park Service at Cape Cod National Seashore to monitor the region. In February 2021, U.S. Geological Survey and Woods Hole Oceanographic Institute (WHOI) scientists conducted field surveys to re-map the field of view of the CoastCam. Aerial images of the beach for use in Structure from motion were taken with a camera (Ricoh GRII) and a post-processed kinematic (PPK) system attached to a helium powered balloon-kite (Helikite). High-precision GPS targets (AeroPoints) were used as ground control points. Bathymetry was collected in the nearshore using a single-beam echosounder mounted on a surf capable self-righting electric autonomous Small Surf Vehicle (SSV). Agisoft Metashape (v. 1.7.2) was used to create a digital elevation model with the collected imagery and this was merged with the bathymetry in MATLAB (v. 2020) to create a continuous topobathy product."
BLM OR Structures Point Hub - Catalog,https://catalog.data.gov//dataset/blm-or-structures-point-hub,"STRCT_PT: Structures are things created to support treatment, recreation or other management activities. STRCT_PT tends to contain but is not limited to site-features (non-linear) such as cattle guards, gates, fence ties, towers, wells etc."
"Location of bottom still imagery along with images collected during field activity 2012-035-FA by the U.S. Geological Survey and Massachusetts Office of Coastal Zone Management in Ipswich Bay and Massachusetts Bay, Massachusetts, in August 2012 (JPEG images, point shapefile, and CSV file) - Catalog",https://catalog.data.gov//dataset/location-of-bottom-still-imagery-along-with-images-collected-during-field-activity-2012-03,"Accurate data and maps of sea-floor geology are important first steps toward protecting habitat, delineating marine resources, and assessing environmental changes due to natural or human effects. Initiated in 2003, the primary objective of the Geologic Mapping of the Massachusetts Sea Floor program is to develop regional geologic framework information for the management of coastal and marine resources. The program is focused on the inshore waters (primarily 5-30 meters deep, although the region surveyed in this field activity includes waters up to 90 meters deep) of Massachusetts. This dataset, collected aboard the Ocean Survey Vessel (OSV) Bold as part of the Geologic Mapping of the Massachusetts Sea Floor Program, is from U.S. Geological Survey (USGS) sampling survey 2012-035-FA (August 21-27, 2012) by the USGS Woods Hole Coastal and Marine Science Center and the Massachusetts Office of Coastal Zone Management with partners from the Massachusetts Bays Program, the Massachusetts Department of Environmental Protection, the Massachusetts Division of Marine Fisheries, and the U.S. Environmental Protection Agency. During the survey, surficial sediment samples and bottom still and video imagery were collected in Ipswich Bay and Massachusetts Bay, Massachusetts."
"Text files of the navigation logged during field activity 2012-035-FA by the U.S. Geological Survey and Massachusetts Office of Coastal Zone Management in Ipswich Bay and Massachusetts Bay, Massachusetts, in August 2012 (ASCII text and CSV files) - Catalog",https://catalog.data.gov//dataset/text-files-of-the-navigation-logged-during-field-activity-2012-035-fa-by-the-u-s-geologica,"Accurate data and maps of sea-floor geology are important first steps toward protecting habitat, delineating marine resources, and assessing environmental changes due to natural or human effects. Initiated in 2003, the primary objective of the Geologic Mapping of the Massachusetts Sea Floor program is to develop regional geologic framework information for the management of coastal and marine resources. The program is focused on the inshore waters (primarily 5-30 meters deep, although the region surveyed in this field activity includes waters up to 90 meters deep) of Massachusetts. This dataset, collected aboard the Ocean Survey Vessel (OSV) Bold as part of the Geologic Mapping of the Massachusetts Sea Floor Program, is from U.S. Geological Survey (USGS) sampling survey 2012-035-FA (August 21-27, 2012) by the USGS Woods Hole Coastal and Marine Science Center and the Massachusetts Office of Coastal Zone Management with partners from the Massachusetts Bays Program, the Massachusetts Department of Environmental Protection, the Massachusetts Division of Marine Fisheries, and the U.S. Environmental Protection Agency. During the survey, surficial sediment samples and bottom still and video imagery were collected in Ipswich Bay and Massachusetts Bay, Massachusetts."
"Topobathy grid representing the backshore to the nearshore environment at Head of the Meadow Beach, Truro from data collected during field activity 2021-014-FA on February 4 and 11, 2021 - Catalog",https://catalog.data.gov//dataset/topobathy-grid-representing-the-backshore-to-the-nearshore-environment-at-head-of-the-m-11,"These data map the beach and nearshore environment at Head of the Meadow Beach in Truro, MA, providing updated regional context for the 2019 CoastCam installation. CoastCam CACO-01 are two video cameras aimed at the beach that view the coast shared by beachgoers, shorebirds, seals, and sharks. These data were collected as part of field activity 2021-014-FA and a collaboration with the National Park Service at Cape Cod National Seashore to monitor the region. In February 2021, U.S. Geological Survey and Woods Hole Oceanographic Institute (WHOI) scientists conducted field surveys to re-map the field of view of the CoastCam. Aerial images of the beach for use in Structure from motion were taken with a camera (Ricoh GRII) and a post-processed kinematic (PPK) system attached to a helium powered balloon-kite (Helikite). High-precision GPS targets (AeroPoints) were used as ground control points. Bathymetry was collected in the nearshore using a single-beam echosounder mounted on a surf capable self-righting electric autonomous Small Surf Vehicle (SSV). Agisoft Metashape (v. 1.7.2) was used to create a digital elevation model with the collected imagery and this was merged with the bathymetry in MATLAB (v. 2020) to create a continuous topobathy product."
