name,url,summary
Recharge New York Customers,https://data.ny.gov/Energy-Environment/Recharge-New-York-Customers/mkqe-r4dx,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
Vehicle Repair Shops Across New York State,https://data.ny.gov/Transportation/Vehicle-Repair-Shops-Across-New-York-State/icjc-x44x,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
Quarterly Census of Employment and Wages Annual Data: Beginning 2000,https://data.ny.gov/Economic-Development/Quarterly-Census-of-Employment-and-Wages-Annual-Da/shc7-xcbw,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
Breeding Bird Atlases,https://data.ny.gov/Energy-Environment/Breeding-Bird-Atlases/vk8g-ypxi,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
"Car, Boat, and Snowmobile Dealerships Across NYS Map",https://data.ny.gov/Transportation/Car-Boat-and-Snowmobile-Dealerships-Across-NYS-Map/c73f-u85v,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
State Park Annual Attendance Figures by Facility:  Beginning 2003,https://data.ny.gov/Recreation/State-Park-Annual-Attendance-Figures-by-Facility-B/8f3n-xj78,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
Canal System Boat Launches Across New York State Map,https://data.ny.gov/Transportation/Canal-System-Boat-Launches-Across-New-York-State-M/ju9f-g7eh,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
Bank-Owned ATM Locations in New York State Map,https://data.ny.gov/Government-Finance/Bank-Owned-ATM-Locations-in-New-York-State-Map/ygnk-5wb9,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
Canal System Boat Launches Across New York State,https://data.ny.gov/Transportation/Canal-System-Boat-Launches-Across-New-York-State/7nbx-apd3,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
MTA Permanent Art Catalog: Beginning 1980,https://data.ny.gov/Transportation/MTA-Permanent-Art-Catalog-Beginning-1980/4y8j-9pkd,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
511 NY Events: Beginning 2010,https://data.ny.gov/Transportation/511-NY-Events-Beginning-2010/ah74-pg4w,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
Brownfield Redevelopment Credit: Beginning Calendar Year 2005,https://data.ny.gov/Government-Finance/Brownfield-Redevelopment-Credit-Beginning-Calendar/vud8-75x8,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
Vehicle Repair Shops Across New York State Map,https://data.ny.gov/Transportation/Vehicle-Repair-Shops-Across-New-York-State-Map/2vi7-czbe,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
Adult Arrests 18 and Older by County:  Beginning 1970,https://data.ny.gov/Public-Safety/Adult-Arrests-18-and-Older-by-County-Beginning-197/rikd-mt35,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
Daily Traffic on Verrazano-Narrows Bridge Time Line,https://data.ny.gov/Transportation/Daily-Traffic-on-Verrazano-Narrows-Bridge-Time-Lin/ne6q-paz4,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
Texting Zone Locations,https://data.ny.gov/Transportation/Texting-Zone-Locations/c3dv-qqzw,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
Directory of Local Development Corporations,https://data.ny.gov/Transparency/Directory-of-Local-Development-Corporations/nmqt-x5vm,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
511 NY MTA Events: Beginning 2010,https://data.ny.gov/Transportation/511-NY-MTA-Events-Beginning-2010/i8wu-pqzv,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
Enforcement Actions by NYS Joint Commission on Public Ethics and Predecessor Agencies,https://data.ny.gov/Transparency/Enforcement-Actions-by-NYS-Joint-Commission-on-Pub/vsmx-hgi8,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
Lobbyist Reportable Business Relationships with State Officials and Employees: Beginning 2012,https://data.ny.gov/Transparency/Lobbyist-Reportable-Business-Relationships-with-St/jtad-7m6s,In the past decade the number of farmers' markets in New York State has grown at a rapid rate.  The dataset contains information detailing the time and location of community farmers' markets as well as the name and phone number of the market manager.
Earned Income Tax Credit (NYS EITC) Claims by Number of Qualifying Children – Table 4,https://data.ny.gov/Government-Finance/Earned-Income-Tax-Credit-NYS-EITC-Claims-by-Number/fdjp-nm8v,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
Historic Manufactured Home Park Registrations: 1989-2019,https://data.ny.gov/Economic-Development/Historic-Manufactured-Home-Park-Registrations-1989/sxi2-m23m,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
Earned Income Tax Credit (New York City EITC) Claims by Place of Residence – Table 5,https://data.ny.gov/Government-Finance/Earned-Income-Tax-Credit-New-York-City-EITC-Claims/7cy2-t5p7,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
"Earned Income Tax Credit (New York City EITC) Claims, Grand Totals, by Size of Earned Income",https://data.ny.gov/Government-Finance/Earned-Income-Tax-Credit-New-York-City-EITC-Claims/c78k-wvm2,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
Earned Income Tax Credit (NYS EITC) Claims by Place of Residence and Size of Earned Income,https://data.ny.gov/Government-Finance/Earned-Income-Tax-Credit-NYS-EITC-Claims-by-Place-/pu2p-3ngx,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
"Earned Income Tax Credit (NYS EITC) Claims, New York City Totals, by Size of Earned",https://data.ny.gov/Government-Finance/Earned-Income-Tax-Credit-NYS-EITC-Claims-New-York-/24fe-xt4n,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
Earned Income Tax Credit (NYS EITC) Claims by Place of Residence – Table 3,https://data.ny.gov/Government-Finance/Earned-Income-Tax-Credit-NYS-EITC-Claims-by-Place-/caik-8a9b,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
Earned Income Tax Credit (Noncustodial EITC) Claims by Place of Residence – Table 7,https://data.ny.gov/Government-Finance/Earned-Income-Tax-Credit-Noncustodial-EITC-Claims-/k3he-n8zq,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
"Earned Income Tax Credit (NYS EITC) Claims, Grand Totals, by Size of Earned Income",https://data.ny.gov/Government-Finance/Earned-Income-Tax-Credit-NYS-EITC-Claims-Grand-Tot/sz85-cdj7,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
"Earned Income Tax Credit (New York City EITC) Claims, New York City Totals, by Size of Earned Income",https://data.ny.gov/Government-Finance/Earned-Income-Tax-Credit-New-York-City-EITC-Claims/ukhn-pr8m,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
"Earned Income Tax Credit (New York City EITC) Claims, Full-Year Resident Totals, by Size of Earned Income",https://data.ny.gov/Government-Finance/Earned-Income-Tax-Credit-New-York-City-EITC-Claims/8ytv-qs6q,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
"Earned Income Tax Credit (NYS EITC) Claims, New York City Counties by Size of Earned Income",https://data.ny.gov/Government-Finance/Earned-Income-Tax-Credit-NYS-EITC-Claims-New-York-/8qyd-ph37,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
"Earned Income Tax Credit (NYS EITC) Claims, Full-Year Resident Totals, by Size of Earned Income",https://data.ny.gov/Government-Finance/Earned-Income-Tax-Credit-NYS-EITC-Claims-Full-Year/jw5e-acjm,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
Earned Income Tax Credit (New York City EITC) Claims by Number of Qualifying Children – Table 6,https://data.ny.gov/Government-Finance/Earned-Income-Tax-Credit-New-York-City-EITC-Claims/kiv3-gu3h,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
Child and Dependent Care Credit By Place of Residence: Beginning Tax Year 2002,https://data.ny.gov/Government-Finance/Child-and-Dependent-Care-Credit-By-Place-of-Reside/b535-hiv4,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
"Earned Income Tax Credit (New York City EITC) Claims, Total, Non-New York City Counties, by Size of Earned Income",https://data.ny.gov/Government-Finance/Earned-Income-Tax-Credit-New-York-City-EITC-Claims/qat9-uj8w,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
Thruway Interchanges and Exits,https://data.ny.gov/Transportation/Thruway-Interchanges-and-Exits/7jkf-259w,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
Alternative Fuel Stations in New York Map,https://data.ny.gov/Energy-Environment/Alternative-Fuel-Stations-in-New-York-Map/bfn6-ppz4,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
Property Assessment Data from Local Assessment Rolls,https://data.ny.gov/Government-Finance/Property-Assessment-Data-from-Local-Assessment-Rol/7vem-aaz7,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
Child and Dependent Care Credit (NYS) by Place of Residence and Head of Household Filing Status - Table 5c,https://data.ny.gov/Government-Finance/Child-and-Dependent-Care-Credit-NYS-by-Place-of-Re/hkpx-gvz6,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
New York Power Authority Net Generation (MWh) Produced by Facility: Beginning 2013,https://data.ny.gov/Energy-Environment/New-York-Power-Authority-Net-Generation-MWh-Produc/isux-jnrn,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
Child and Dependent Care Credit (NYS) by Place of Residence and Married Joint & Qualifying Widow Filing Status - Table 5b,https://data.ny.gov/Government-Finance/Child-and-Dependent-Care-Credit-NYS-by-Place-of-Re/pvw7-kf7u,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
"Child and Dependent Care Credit (NYS), Total, by Place of Residence - Table 3",https://data.ny.gov/Government-Finance/Child-and-Dependent-Care-Credit-NYS-Total-by-Place/jad9-k4f6,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
Broome County Annual Employee Earnings: Beginning 2009,https://data.ny.gov/Government-Finance/Broome-County-Annual-Employee-Earnings-Beginning-2/jie5-3b37,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
"Child and Dependent Care Credit (New York City), Total, by Place of Residence - Table 3a",https://data.ny.gov/Government-Finance/Child-and-Dependent-Care-Credit-New-York-City-Tota/dfr2-5k34,"The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses."
Child and Dependent Care Credit (NYS) by Place of Residence For One Qualifying Person - Table 8a,https://data.ny.gov/Government-Finance/Child-and-Dependent-Care-Credit-NYS-by-Place-of-Re/3tdp-bajc,"The Department of Taxation and Finance annually publishes statistical information on the New York State child and dependent care credit (NYS CDCC).  Summary data are presented for all taxpayers, including full-year New York state residents, part-year residents and nonresidents (where applicable).  Data are presented on a statewide and county-level basis for numbers and amounts of credit claims based on filing status and number of qualifying dependents.  Taxpayers filing “married separate” generally are not allowed to take the child and dependent care credit."
NYSDOT Highway Record Plans: Beginning 1900,https://data.ny.gov/Transportation/NYSDOT-Highway-Record-Plans-Beginning-1900/6j6c-aqy9,"The Department of Taxation and Finance annually publishes statistical information on the New York State child and dependent care credit (NYS CDCC).  Summary data are presented for all taxpayers, including full-year New York state residents, part-year residents and nonresidents (where applicable).  Data are presented on a statewide and county-level basis for numbers and amounts of credit claims based on filing status and number of qualifying dependents.  Taxpayers filing “married separate” generally are not allowed to take the child and dependent care credit."
Child and Dependent Care Credit (NYS) by Place of Residence For Two or More Qualifying Persons - Table 8b,https://data.ny.gov/Government-Finance/Child-and-Dependent-Care-Credit-NYS-by-Place-of-Re/4i8n-ngsh,"The Department of Taxation and Finance annually publishes statistical information on the New York State child and dependent care credit (NYS CDCC).  Summary data are presented for all taxpayers, including full-year New York state residents, part-year residents and nonresidents (where applicable).  Data are presented on a statewide and county-level basis for numbers and amounts of credit claims based on filing status and number of qualifying dependents.  Taxpayers filing “married separate” generally are not allowed to take the child and dependent care credit."
Thruway Travel Plazas and Parking/Rest Areas,https://data.ny.gov/Transportation/Thruway-Travel-Plazas-and-Parking-Rest-Areas/mj5h-8ei4,"The Department of Taxation and Finance annually publishes statistical information on the New York State child and dependent care credit (NYS CDCC).  Summary data are presented for all taxpayers, including full-year New York state residents, part-year residents and nonresidents (where applicable).  Data are presented on a statewide and county-level basis for numbers and amounts of credit claims based on filing status and number of qualifying dependents.  Taxpayers filing “married separate” generally are not allowed to take the child and dependent care credit."
Child and Dependent Care Credit (NYS) by Place of Residence and Single Filing Status - Table 5a,https://data.ny.gov/Government-Finance/Child-and-Dependent-Care-Credit-NYS-by-Place-of-Re/ntr5-9bwe,"The Department of Taxation and Finance annually publishes statistical information on the New York State child and dependent care credit (NYS CDCC).  Summary data are presented for all taxpayers, including full-year New York state residents, part-year residents and nonresidents (where applicable).  Data are presented on a statewide and county-level basis for numbers and amounts of credit claims based on filing status and number of qualifying dependents.  Taxpayers filing “married separate” generally are not allowed to take the child and dependent care credit."
SPDES Multi-Sector General Permit (MSGP) Facilities,https://data.ny.gov/Energy-Environment/SPDES-Multi-Sector-General-Permit-MSGP-Facilities/7hs3-2njf,"The Department of Taxation and Finance annually publishes statistical information on the New York State child and dependent care credit (NYS CDCC).  Summary data are presented for all taxpayers, including full-year New York state residents, part-year residents and nonresidents (where applicable).  Data are presented on a statewide and county-level basis for numbers and amounts of credit claims based on filing status and number of qualifying dependents.  Taxpayers filing “married separate” generally are not allowed to take the child and dependent care credit."
Department of State Business Filings: Beginning 1991,https://data.ny.gov/Economic-Development/Department-of-State-Business-Filings-Beginning-199/m7i3-tv6j,"The Department of Taxation and Finance annually publishes statistical information on the New York State child and dependent care credit (NYS CDCC).  Summary data are presented for all taxpayers, including full-year New York state residents, part-year residents and nonresidents (where applicable).  Data are presented on a statewide and county-level basis for numbers and amounts of credit claims based on filing status and number of qualifying dependents.  Taxpayers filing “married separate” generally are not allowed to take the child and dependent care credit."
Proximity Protected Locations for Adult-Use Retail Dispensaries & Registered Organizations Map,https://data.ny.gov/Economic-Development/Proximity-Protected-Locations-for-Adult-Use-Retail/tuiq-k9f8,"The Department of Taxation and Finance annually publishes statistical information on the New York State child and dependent care credit (NYS CDCC).  Summary data are presented for all taxpayers, including full-year New York state residents, part-year residents and nonresidents (where applicable).  Data are presented on a statewide and county-level basis for numbers and amounts of credit claims based on filing status and number of qualifying dependents.  Taxpayers filing “married separate” generally are not allowed to take the child and dependent care credit."
"Vehicle Colors, Most Popular in New York State",https://data.ny.gov/Transportation/Vehicle-Colors-Most-Popular-in-New-York-State/dye7-8du4,"The Department of Taxation and Finance annually publishes statistical information on the New York State child and dependent care credit (NYS CDCC).  Summary data are presented for all taxpayers, including full-year New York state residents, part-year residents and nonresidents (where applicable).  Data are presented on a statewide and county-level basis for numbers and amounts of credit claims based on filing status and number of qualifying dependents.  Taxpayers filing “married separate” generally are not allowed to take the child and dependent care credit."
Open NY Quarterly Report January 2015,https://data.ny.gov/dataset/Open-NY-Quarterly-Report-January-2015/qmwf-qn3t,"The Department of Taxation and Finance annually publishes statistical information on the New York State child and dependent care credit (NYS CDCC).  Summary data are presented for all taxpayers, including full-year New York state residents, part-year residents and nonresidents (where applicable).  Data are presented on a statewide and county-level basis for numbers and amounts of credit claims based on filing status and number of qualifying dependents.  Taxpayers filing “married separate” generally are not allowed to take the child and dependent care credit."
